Timestamp,ID,Value
1689168505615,x,234.0
1689169117043,x,430.33662484207207
1689169119546,x,300.2266809765579
1689169122453,x,383.0276842084768
1689169125225,x,344.82454698099355
1689169127970,x,590.4049765911209
1689169164848,x,249.90000000223517
1689169167645,x,377.6675649373865
1689169170074,x,279.9744035561789
